,receptor,TF
11648,IL2RG,ATF2
11649,IL2RG,MEF2C
11650,IL2RG,USF1
11651,IL2RG,DDIT3
11652,IL2RG,MEF2D
11653,IL2RG,MAX
11654,IL2RG,ELK3
11655,IL2RG,MEF2B
11656,IL2RG,SP7
11657,IL2RG,ESR1
11658,IL2RG,NR3C1
11659,IL2RG,TCF3
11660,IL2RG,RUNX2
11661,IL2RG,GATA2
11662,IL2RG,FOXC1
11663,IL2RG,PIAS2
11664,IL2RG,HBP1
11665,IL2RG,ATF6
11666,IL2RG,DLX5
11667,IL2RG,AR
11668,IL2RG,RARA
11669,IL2RG,ELK4
11670,IL2RG,ATF4
11671,IL2RG,CEBPB
11672,IL2RG,CEBPA
11673,IL2RG,ATF1
11674,IL2RG,RARB
11675,IL2RG,SRF
11676,IL2RG,RARG
11677,IL2RG,MLX
11678,IL2RG,MYOD1
11679,IL2RG,ZHX1
11680,IL2RG,CREB3L4
11681,IL2RG,CREB5
11682,IL2RG,ATF6B
11683,IL2RG,CREB3L3
11684,IL2RG,CREB3L2
11685,IL2RG,CREB3
11686,IL2RG,CREB3L1
11687,IL2RG,FOXO4
11688,IL2RG,JUND
11689,IL2RG,SMAD4
11690,IL2RG,ID1
11691,IL2RG,TFDP1
11692,IL2RG,E2F1
11693,IL2RG,SMAD2
11694,IL2RG,UBTF
11695,IL2RG,MXI1
11696,IL2RG,CTCF
11697,IL2RG,NME2
11698,IL2RG,LEF1
11699,IL2RG,E2F3
11700,IL2RG,SNAI1
11701,IL2RG,HMGA1
11702,IL2RG,LIN28B
11703,IL2RG,SFPQ
11704,IL2RG,SLC2A4RG
11705,IL2RG,YBX1
11706,IL2RG,MAZ
11707,IL2RG,HIC2
11708,IL2RG,GTF3A
11709,IL2RG,HMGB1
11710,IL2RG,YBX3
11711,IL2RG,BCLAF1
11712,IL2RG,GCFC2
11713,IL2RG,ZZZ3
11714,IL2RG,ZNF74
11715,IL2RG,ZNF614
11716,IL2RG,SOX12
11717,IL2RG,BHLHE40
11718,IL2RG,NANOG
11719,IL2RG,ZBTB7A
11720,IL2RG,GATA4
11721,IL2RG,PDX1
11722,IL2RG,HIF1A
11723,IL2RG,SMARCC1
11724,IL2RG,NRF1
11725,IL2RG,SOX2
11726,IL2RG,GATA1
11727,IL2RG,POU5F1
11728,IL2RG,FOXA2
11729,IL2RG,THRA
11730,IL2RG,ESR2
11731,IL2RG,RXRB
11732,IL2RG,PINX1
11733,IL2RG,NCOA1
11734,IL2RG,SREBF1
11735,IL2RG,RXRA
11736,IL2RG,SOX9
11737,IL2RG,FOXN3
11738,IL2RG,ID2
11739,IL2RG,NEUROD1
11740,IL2RG,XPA
11741,IL2RG,BCL11A
11742,IL2RG,TEAD1
11743,IL2RG,RXRG
11744,IL2RG,PAX2
11745,IL2RG,ATF7
11746,IL2RG,JDP2
11747,IL2RG,FOSL1
11748,IL2RG,HNF1A
11749,IL2RG,HNF4A
11750,IL2RG,ETV1
11751,IL2RG,ZNF385A
11752,IL2RG,ERF
11753,IL2RG,ZBTB16
11754,ITGAL,ETS1
11755,ITGAL,MTA1
11756,ITGAL,ESR1
11757,ITGAL,AR
11758,ITGAL,NANOG
11759,ITGAL,STAT1
11760,ITGAL,NCOA1
11761,ITGAL,SMAD4
11762,ITGAL,TERF1
11763,ITGAL,MITF
11764,ITGAL,NFATC1
11765,ITGAL,STAT5A
11766,ITGAL,ID3
11767,ITGAL,STAT3
11768,ITGAL,MEF2A
11769,ITGAL,FOXO3
11770,ITGAL,STAT5B
11771,ITGAL,TP53
11772,ITGAL,CSDE1
11773,ICOS,STAT3
11774,ICOS,CREB1
11775,ICOS,SP1
11776,ICOS,NFKB1
11777,ICOS,MYC
11778,ICOS,RELA
11779,ICOS,TP53
11780,ICOS,IRF4
11781,ICOS,RFXANK
11782,ICOS,STAT5A
11783,ICOS,ESR1
11784,ICOS,ZBTB7A
11785,IFNAR1,IRF9
11786,IFNAR1,STAT3
11787,IFNAR1,STAT6
11788,IFNAR1,STAT5B
11789,IFNAR1,STAT5A
11790,IFNAR1,STAT1
11791,IFNAR1,STAT2
11792,IFNAR1,DBP
11793,IFNAR1,ETS1
11794,IFNAR1,PIAS3
11795,IFNAR1,MYC
11796,IFNAR1,MITF
11797,IFNAR1,STAT4
11798,IFNAR1,IRF4
11799,IFNAR1,MTA1
11800,IFNAR1,TBX21
11801,IFNAR1,RELA
11802,IFNAR1,SMARCC2
11803,IFNAR1,FOS
11804,IFNAR1,PAXBP1
11805,IFNAR1,IRF3
11806,IFNAR1,NFKB1
11807,IFNAR1,RFX5
11808,IFNAR1,SMAD7
11809,IFNAR1,KLF4
11810,IFNAR1,YBX1
11811,IFNAR1,AIRE
11812,IFNAR1,IRF2
11813,IFNAR1,NFATC1
11814,IFNAR1,ATOH1
11815,IFNAR1,TET2
11816,IFNAR1,GTF2I
11817,IFNAR1,SMAD3
11818,IFNAR2,IRF9
11819,IFNAR2,STAT2
11820,IFNAR2,STAT1
11821,IFNAR2,STAT3
11822,IFNAR2,STAT6
11823,IFNAR2,STAT5B
11824,IFNAR2,STAT5A
11825,IFNAR2,DBP
11826,IFNAR2,ETS1
11827,IFNAR2,PIAS3
11828,IFNAR2,MYC
11829,IFNAR2,MITF
11830,IFNAR2,STAT4
11831,IFNAR2,IRF4
11832,IFNAR2,MTA1
11833,IFNAR2,TBX21
11834,IFNAR2,RELA
11835,IFNAR2,SMARCC2
11836,IFNAR2,FOS
11837,IFNAR2,PAXBP1
11838,IFNAR2,IRF3
11839,IFNAR2,NFKB1
11840,IFNAR2,IRF1
11841,IFNAR2,IRF8
11842,IFNAR2,ARNT
11843,IFNAR2,IRF2
11844,IFNAR2,SMAD7
11845,IFNAR2,WT1
11846,IFNAR2,RFX5
11847,IFNAR2,KLF4
11848,IFNAR2,YBX1
11849,IFNAR2,AIRE
11850,IFNAR2,NFATC1
11851,IFNAR2,ATOH1
11852,IFNAR2,TET2
11853,IFNAR2,GTF2I
11854,IFNAR2,SMAD3
11855,IFNGR1,STAT1
11856,IFNGR1,STAT3
11857,IFNGR1,STAT6
11858,IFNGR1,STAT5B
11859,IFNGR1,STAT5A
11860,IFNGR1,STAT2
11861,IFNGR1,DBP
11862,IFNGR1,ETS1
11863,IFNGR1,PIAS3
11864,IFNGR1,MYC
11865,IFNGR1,MITF
11866,IFNGR1,STAT4
11867,IFNGR1,IRF4
11868,IFNGR1,ATOH1
11869,IFNGR1,TET2
11870,IFNGR1,GTF2I
11871,IFNGR1,FOS
11872,IFNGR1,RELA
11873,IFNGR1,TBX21
11874,IFNGR1,MTA1
11875,IFNGR1,NFKB1
11876,IFNGR1,SMAD3
11877,IFNGR1,IRF1
11878,IFNGR1,IRF8
11879,IFNGR1,ARNT
11880,IFNGR1,IRF9
11881,IFNGR1,IRF2
11882,IFNGR1,SMAD7
11883,IFNGR1,WT1
11884,IFNGR1,CREB1
11885,IFNGR1,SRF
11886,IFNGR1,CEBPB
11887,IFNGR1,HSF1
11888,IFNGR1,ID1
11889,IFNGR1,ATF6
11890,IFNGR1,PINX1
11891,IFNGR1,NEUROD1
11892,IFNGR1,CREB3L2
11893,IFNGR1,ATF6B
11894,IFNGR1,CREB3
11895,IFNGR1,ATF4
11896,IFNGR1,CREB3L1
11897,IFNGR1,ATF2
11898,IFNGR1,CREB3L3
11899,IFNGR1,CREB3L4
11900,IFNGR1,CREB5
11901,IFNGR1,NFATC3
11902,IFNGR1,NFATC1
11903,IFNGR1,NFATC2
11904,IFNGR1,SMAD4
11905,IFNGR1,TP53
11906,IFNGR1,ATF1
11907,IFNGR1,ZBTB7A
11908,IFNGR1,SP1
11909,IFNGR1,HES1
11910,IFNGR1,NR0B2
11911,IFNGR1,SMAD2
11912,IFNGR1,NR4A1
11913,IFNGR1,JUN
11914,IFNGR1,AR
11915,IFNGR1,NCOR2
11916,IFNGR1,SMARCC2
11917,IFNGR1,PAXBP1
11918,IFNGR1,IRF3
11919,IFNGR2,STAT3
11920,IFNGR2,STAT6
11921,IFNGR2,STAT5B
11922,IFNGR2,STAT5A
11923,IFNGR2,STAT1
11924,IFNGR2,STAT2
11925,IFNGR2,DBP
11926,IFNGR2,ETS1
11927,IFNGR2,PIAS3
11928,IFNGR2,MYC
11929,IFNGR2,MITF
11930,IFNGR2,STAT4
11931,IFNGR2,IRF4
11932,IFNGR2,ATOH1
11933,IFNGR2,TET2
11934,IFNGR2,GTF2I
11935,IFNGR2,FOS
11936,IFNGR2,RELA
11937,IFNGR2,TBX21
11938,IFNGR2,MTA1
11939,IFNGR2,NFKB1
11940,IFNGR2,SMAD3
11941,IFNGR2,SMARCC2
11942,IFNGR2,PAXBP1
11943,IFNGR2,IRF3
11944,IFNGR2,NFATC1
11945,IFNLR1,STAT1
11946,IFNLR1,STAT2
11947,IFNLR1,STAT3
11948,IFNLR1,STAT5A
11949,IFNLR1,STAT4
11950,IFNLR1,STAT5B
11951,IFNLR1,MTA1
11952,IFNLR1,TBX21
11953,IFNLR1,RELA
11954,IFNLR1,SMARCC2
11955,IFNLR1,FOS
11956,IFNLR1,PAXBP1
11957,IFNLR1,IRF3
11958,IFNLR1,NFKB1
11959,IFNLR1,STAT6
11960,IFNLR1,DBP
11961,IFNLR1,ETS1
11962,IFNLR1,PIAS3
11963,IFNLR1,MYC
11964,IFNLR1,MITF
11965,IFNLR1,IRF4
11966,IFNLR1,ATOH1
11967,IFNLR1,TET2
11968,IFNLR1,GTF2I
11969,IFNLR1,SMAD3
11970,IFNLR1,NFATC1
11971,IL10RB,STAT1
11972,IL10RB,STAT2
11973,IL10RB,STAT3
11974,IL10RB,STAT5A
11975,IL10RB,STAT4
11976,IL10RB,STAT5B
11977,IL10RB,MTA1
11978,IL10RB,TBX21
11979,IL10RB,RELA
11980,IL10RB,SMARCC2
11981,IL10RB,FOS
11982,IL10RB,PAXBP1
11983,IL10RB,IRF3
11984,IL10RB,NFKB1
11985,IL10RB,STAT6
11986,IL10RB,DBP
11987,IL10RB,ETS1
11988,IL10RB,PIAS3
11989,IL10RB,MYC
11990,IL10RB,MITF
11991,IL10RB,IRF4
11992,IL10RB,ATOH1
11993,IL10RB,TET2
11994,IL10RB,GTF2I
11995,IL10RB,SMAD3
11996,IL10RB,ZNF622
11997,IL10RB,NFATC1
11998,FZD8,HNF1A
11999,FZD8,LEF1
12000,FZD8,TCF3
12001,FZD8,SMAD4
12002,FZD8,TCF4
12003,FZD8,GLI1
12004,FZD8,SMAD3
12005,FZD8,JUN
12006,FZD8,MYC
12007,IL10RA,STAT3
12008,IL10RA,STAT1
12009,IL10RA,STAT5A
12010,IL10RA,STAT5B
12011,IL10RA,STAT6
12012,IL10RA,STAT2
12013,IL10RA,DBP
12014,IL10RA,ETS1
12015,IL10RA,PIAS3
12016,IL10RA,MYC
12017,IL10RA,MITF
12018,IL10RA,STAT4
12019,IL10RA,IRF4
12020,IL10RA,MTA1
12021,IL10RA,TBX21
12022,IL10RA,RELA
12023,IL10RA,SMARCC2
12024,IL10RA,FOS
12025,IL10RA,PAXBP1
12026,IL10RA,IRF3
12027,IL10RA,NFKB1
12028,IL10RA,ATOH1
12029,IL10RA,TET2
12030,IL10RA,GTF2I
12031,IL10RA,SMAD3
12032,IL10RA,NFATC1
12033,IL10RA,JUNB
12034,IL10RA,KLF4
12035,IL10RA,EGR1
12036,IL10RA,PRDM1
12037,IL10RA,SPI1
12038,IL10RA,FOXO1
12039,IL10RA,TWIST1
12040,IL10RA,IRF1
12041,IL10RA,CEBPD
12042,IL10RA,BCL6
12043,IL10RA,IRF8
12044,IL10RA,ARNT
12045,IL10RA,IRF9
12046,IL10RA,IRF2
12047,IL10RA,SMAD7
12048,IL10RA,WT1
12049,IL10RA,FOXP3
12050,IL10RA,ZNF622
12051,IL11RA,STAT3
12052,IL11RA,STAT5A
12053,IL11RA,STAT1
12054,IL11RA,DBP
12055,IL11RA,STAT2
12056,IL11RA,STAT5B
12057,IL11RA,NFATC1
12058,IL11RA,STAT6
12059,IL11RA,MYC
12060,IL11RA,STAT4
12061,IL11RA,IRF4
12062,IL11RA,ETS1
12063,IL11RA,PIAS3
12064,IL11RA,MITF
12065,IL11RA,ATOH1
12066,IL11RA,TET2
12067,IL11RA,GTF2I
12068,IL11RA,FOS
12069,IL11RA,RELA
12070,IL11RA,TBX21
12071,IL11RA,MTA1
12072,IL11RA,NFKB1
12073,IL11RA,SMAD3
12074,IL11RA,SMARCC2
12075,IL11RA,PAXBP1
12076,IL11RA,IRF3
12077,IL12RB1,STAT4
12078,IL12RB1,STAT3
12079,IL12RB1,STAT1
12080,IL12RB1,STAT5A
12081,IL12RB1,TBX21
12082,IL12RB1,STAT6
12083,IL12RB1,RELA
12084,IL12RB1,FOS
12085,IL12RB1,NFKB1
12086,IL12RB1,STAT5B
12087,IL12RB1,DBP
12088,IL12RB1,ATOH1
12089,IL12RB1,TET2
12090,IL12RB1,GTF2I
12091,IL12RB1,MYC
12092,IL12RB1,STAT2
12093,IL12RB1,MTA1
12094,IL12RB1,SMAD3
12095,IL12RB1,ETV5
12096,IL12RB1,IRF1
12097,IL12RB1,JUNB
12098,IL12RB1,KLF4
12099,IL12RB1,EGR1
12100,IL12RB1,PRDM1
12101,IL12RB1,SPI1
12102,IL12RB1,FOXO1
12103,IL12RB1,TWIST1
12104,IL12RB1,CEBPD
12105,IL12RB1,BCL6
12106,IL12RB1,IRF8
12107,IL12RB1,ARNT
12108,IL12RB1,IRF9
12109,IL12RB1,IRF2
12110,IL12RB1,SMAD7
12111,IL12RB1,WT1
12112,IL12RB1,FOXP3
12113,IL12RB1,CREB1
12114,IL12RB1,NFE2L2
12115,IL12RB1,JUN
12116,IL12RB1,IRF6
12117,IL12RB1,HMGB1
12118,IL12RB1,TFAP2A
12119,IL12RB1,FOSB
12120,IL12RB1,SRF
12121,IL12RB1,POU3F3
12122,IL12RB1,ZBTB7A
12123,IL12RB1,SP1
12124,IL12RB1,ZBTB7B
12125,IL12RB1,ETS1
12126,IL12RB1,PIAS3
12127,IL12RB1,MITF
12128,IL12RB1,IRF4
12129,IL12RB1,NFIL3
12130,IL12RB1,GATA3
12131,IL12RB1,EGR2
12132,IL12RB1,POU2F1
12133,IL12RB1,DDIT3
12134,IL12RB1,IRF3
12135,IL12RB1,POU2F2
12136,IL12RB1,EOMES
12137,IL12RB1,ESR1
12138,IL12RB1,VDR
12139,IL12RB1,ERF
12140,IL12RB1,SMARCC2
12141,IL12RB1,TSC22D3
12142,IL12RB1,PINX1
12143,IL12RB1,SMAD4
12144,IL12RB1,MXD1
12145,IL12RB1,NFAT5
12146,IL12RB1,ELK1
12147,IL12RB1,FOSL2
12148,IL12RB1,DMTF1
12149,IL12RB1,TCF7L2
12150,IL12RB1,FOSL1
12151,IL12RB1,CBFB
12152,IL12RB1,RFX5
12153,IL12RB1,YBX1
12154,IL12RB1,AIRE
12155,IL12RB1,NFATC1
12156,IL12RB1,NCOR2
12157,IL12RB1,LIN28A
12158,IL12RB1,TP53
12159,IL12RB2,STAT4
12160,IL12RB2,STAT3
12161,IL12RB2,STAT5A
12162,IL12RB2,TBX21
12163,IL12RB2,FOS
12164,IL12RB2,STAT1
12165,IL12RB2,STAT6
12166,IL12RB2,STAT2
12167,IL12RB2,ETV5
12168,IL12RB2,MYC
12169,IL12RB2,IRF1
12170,IL12RB2,STAT5B
12171,IL12RB2,DBP
12172,IL12RB2,ATOH1
12173,IL12RB2,TET2
12174,IL12RB2,GTF2I
12175,IL12RB2,RELA
12176,IL12RB2,MTA1
12177,IL12RB2,NFKB1
12178,IL12RB2,SMAD3
12179,IL12RB2,JUNB
12180,IL12RB2,KLF4
12181,IL12RB2,EGR1
12182,IL12RB2,PRDM1
12183,IL12RB2,SPI1
12184,IL12RB2,FOXO1
12185,IL12RB2,TWIST1
12186,IL12RB2,CEBPD
12187,IL12RB2,BCL6
12188,IL12RB2,NFATC1
12189,IL12RB2,IRF4
12190,IL12RB2,ETS1
12191,IL12RB2,FOSB
12192,IL12RB2,FOXP3
12193,IL12RB2,PIAS3
12194,IL12RB2,MITF
12195,IL12RB2,NFAT5
12196,IL12RB2,JUN
12197,IL12RB2,ELK1
12198,IL12RB2,ESR1
12199,IL12RB2,FOSL2
12200,IL12RB2,SMAD7
12201,IL12RB2,DMTF1
12202,IL12RB2,TCF7L2
12203,IL12RB2,FOSL1
12204,IL12RB2,CBFB
12205,IL12RB2,IRF8
12206,IL12RB2,ARNT
12207,IL12RB2,IRF9
12208,IL12RB2,IRF2
12209,IL12RB2,WT1
12210,IL12RB2,NFIL3
12211,IL12RB2,GATA3
12212,IL12RB2,EGR2
12213,IL12RB2,VDR
12214,IL12RB2,ERF
12215,IL12RB2,SMARCC2
12216,IL12RB2,TSC22D3
12217,IL12RB2,PINX1
12218,IL12RB2,SMAD4
12219,IL12RB2,MXD1
12220,IL12RB2,RFX5
12221,IL12RB2,YBX1
12222,IL12RB2,AIRE
12223,IL23R,STAT3
12224,IL23R,STAT1
12225,IL23R,RELA
12226,IL23R,STAT5A
12227,IL23R,STAT4
12228,IL23R,NFKB1
12229,IL23R,STAT5B
12230,IL23R,STAT6
12231,IL23R,DBP
12232,IL23R,ATOH1
12233,IL23R,TET2
12234,IL23R,GTF2I
12235,IL23R,MYC
12236,IL23R,STAT2
12237,IL23R,FOS
12238,IL23R,TBX21
12239,IL23R,MTA1
12240,IL23R,SMAD3
12241,IL23R,SMARCC2
12242,IL23R,PAXBP1
12243,IL23R,IRF3
12244,IL23R,JUNB
12245,IL23R,KLF4
12246,IL23R,EGR1
12247,IL23R,PRDM1
12248,IL23R,SPI1
12249,IL23R,FOXO1
12250,IL23R,TWIST1
12251,IL23R,IRF1
12252,IL23R,CEBPD
12253,IL23R,BCL6
12254,IL23R,RFX5
12255,IL23R,SMAD7
12256,IL23R,YBX1
12257,IL23R,AIRE
12258,IL23R,IRF2
12259,IL23R,ZBTB7B
12260,IL23R,FOSB
12261,IL23R,CREB1
12262,IL23R,NFE2L2
12263,IL23R,JUN
12264,IL23R,IRF6
12265,IL23R,HMGB1
12266,IL23R,TFAP2A
12267,IL23R,SRF
12268,IL23R,POU3F3
12269,IL23R,EOMES
12270,IL23R,IRF8
12271,IL23R,ARNT
12272,IL23R,IRF9
12273,IL23R,WT1
12274,IL23R,NFATC1
12275,IL23R,IRF4
12276,IL23R,ETS1
12277,IL23R,SP1
12278,IL23R,POU2F2
12279,IL23R,FOXP3
12280,IL23R,ZBTB7A
12281,IL23R,PIAS3
12282,IL23R,MITF
12283,IL23R,POU2F1
12284,IL23R,DDIT3
12285,IL23R,ETV5
12286,IL23R,NCOR2
12287,IL23R,LIN28A
12288,IL23R,TP53
12289,IL13RA1,STAT6
12290,IL13RA1,STAT3
12291,IL13RA1,STAT5B
12292,IL13RA1,STAT1
12293,IL13RA1,STAT5A
12294,IL13RA1,DBP
12295,IL13RA1,STAT4
12296,IL13RA1,ATOH1
12297,IL13RA1,TET2
12298,IL13RA1,GTF2I
12299,IL13RA1,MYC
12300,IL13RA1,STAT2
12301,IL13RA1,FOS
12302,IL13RA1,RELA
12303,IL13RA1,TBX21
12304,IL13RA1,MTA1
12305,IL13RA1,NFKB1
12306,IL13RA1,SMAD3
12307,IL13RA1,SMARCC2
12308,IL13RA1,PAXBP1
12309,IL13RA1,IRF3
12310,IL13RA1,IRF4
12311,IL13RA1,ETS1
12312,IL13RA1,NFIL3
12313,IL13RA1,GATA3
12314,IL13RA1,EGR2
12315,IL13RA1,NFATC1
12316,IL13RA2,STAT3
12317,IL13RA2,STAT5A
12318,IL13RA2,STAT1
12319,IL13RA2,DBP
12320,IL13RA2,STAT2
12321,IL13RA2,STAT5B
12322,IL13RA2,NFATC1
12323,IL13RA2,STAT6
12324,IL13RA2,MYC
12325,IL13RA2,STAT4
12326,IL13RA2,IRF4
12327,IL13RA2,ETS1
12328,IL13RA2,MTA1
12329,IL13RA2,TBX21
12330,IL13RA2,RELA
12331,IL13RA2,SMARCC2
12332,IL13RA2,FOS
12333,IL13RA2,PAXBP1
12334,IL13RA2,IRF3
12335,IL13RA2,NFKB1
12336,IL13RA2,PIAS3
12337,IL13RA2,MITF
12338,IL13RA2,ATOH1
12339,IL13RA2,TET2
12340,IL13RA2,GTF2I
12341,IL13RA2,SMAD3
12342,IL4R,STAT6
12343,IL4R,STAT5A
12344,IL4R,IRF4
12345,IL4R,STAT5B
12346,IL4R,ETS1
12347,IL4R,STAT3
12348,IL4R,STAT1
12349,IL4R,STAT2
12350,IL4R,DBP
12351,IL4R,PIAS3
12352,IL4R,MYC
12353,IL4R,MITF
12354,IL4R,STAT4
12355,IL4R,NFATC1
12356,IL4R,ATOH1
12357,IL4R,TET2
12358,IL4R,GTF2I
12359,IL4R,FOS
12360,IL4R,RELA
12361,IL4R,TBX21
12362,IL4R,MTA1
12363,IL4R,NFKB1
12364,IL4R,SMAD3
12365,IL4R,ELK1
12366,IL4R,CREB1
12367,IL4R,NFIL3
12368,IL4R,GATA3
12369,IL4R,EGR2
12370,IL4R,FOXP3
12371,IL4R,SMARCC2
12372,IL4R,PAXBP1
12373,IL4R,IRF3
12374,IL4R,ZBTB7A
12375,IL4R,SP1
12376,IL4R,ATF2
12377,IL4R,MEF2C
12378,IL4R,USF1
12379,IL4R,DDIT3
12380,IL4R,MEF2D
12381,IL4R,MAX
12382,IL4R,ELK3
12383,IL4R,MEF2B
12384,IL4R,JUN
12385,IL4R,TP53
12386,IL4R,SP7
12387,IL4R,NFATC4
12388,IL4R,MEF2A
12389,IL4R,ESR1
12390,IL4R,NR3C1
12391,IL4R,TCF3
12392,IL4R,RUNX2
12393,IL4R,GATA2
12394,IL4R,FOXC1
12395,IL4R,PIAS2
12396,IL4R,HBP1
12397,IL4R,JUNB
12398,IL4R,TWIST1
12399,IL4R,FOXO3
12400,IL4R,ATF6
12401,IL4R,DLX5
12402,IL4R,AR
12403,IL4R,ETS2
12404,IL4R,RARA
12405,IL4R,ELK4
12406,IL4R,ATF4
12407,IL4R,CEBPB
12408,IL4R,CEBPA
12409,IL4R,TP73
12410,IL4R,ATF1
12411,IL4R,RARB
12412,IL4R,SRF
12413,IL4R,TFAP2A
12414,IL4R,RARG
12415,IL4R,NCOR2
12416,IL4R,MLX
12417,IL4R,MYOD1
12418,IL4R,ZHX1
12419,IL4R,CREB3L4
12420,IL4R,CREB5
12421,IL4R,ATF6B
12422,IL4R,CREB3L3
12423,IL4R,CREB3L2
12424,IL4R,CREB3
12425,IL4R,CREB3L1
12426,IL15RA,STAT3
12427,IL15RA,STAT5A
12428,IL15RA,STAT1
12429,IL15RA,DBP
12430,IL15RA,STAT2
12431,IL15RA,STAT5B
12432,IL15RA,NFATC1
12433,IL15RA,STAT6
12434,IL15RA,MYC
12435,IL15RA,STAT4
12436,IL15RA,IRF4
12437,IL15RA,ETS1
12438,IL15RA,PIAS3
12439,IL15RA,MITF
12440,IL15RA,MTA1
12441,IL15RA,TBX21
12442,IL15RA,RELA
12443,IL15RA,SMARCC2
12444,IL15RA,FOS
12445,IL15RA,PAXBP1
12446,IL15RA,IRF3
12447,IL15RA,NFKB1
12448,IL15RA,ATOH1
12449,IL15RA,TET2
12450,IL15RA,GTF2I
12451,IL15RA,SMAD3
12452,IL2RB,STAT5A
12453,IL2RB,STAT3
12454,IL2RB,STAT1
12455,IL2RB,MYC
12456,IL2RB,STAT6
12457,IL2RB,STAT5B
12458,IL2RB,STAT2
12459,IL2RB,DBP
12460,IL2RB,ETS1
12461,IL2RB,PIAS3
12462,IL2RB,MITF
12463,IL2RB,STAT4
12464,IL2RB,IRF4
12465,IL2RB,FOXP3
12466,IL2RB,FOS
12467,IL2RB,JUNB
12468,IL2RB,KLF4
12469,IL2RB,EGR1
12470,IL2RB,PRDM1
12471,IL2RB,SPI1
12472,IL2RB,RELA
12473,IL2RB,FOXO1
12474,IL2RB,TWIST1
12475,IL2RB,IRF1
12476,IL2RB,CEBPD
12477,IL2RB,BCL6
12478,IL2RB,IRF8
12479,IL2RB,ARNT
12480,IL2RB,IRF9
12481,IL2RB,IRF2
12482,IL2RB,SMAD7
12483,IL2RB,TBX21
12484,IL2RB,WT1
12485,IL2RB,NFATC1
12486,IL2RB,ELK1
12487,IL2RB,CREB1
12488,IL2RB,NFKB1
12489,IL2RB,MTA1
12490,IL2RB,SMARCC2
12491,IL2RB,PAXBP1
12492,IL2RB,IRF3
12493,IL2RB,ATF2
12494,IL2RB,SMAD2
12495,IL2RB,HBP1
12496,IL2RB,TP53
12497,IL2RB,PIAS2
12498,IL2RB,TCF3
12499,IL2RB,ELK4
12500,IL2RB,JUN
12501,IL2RB,NR3C1
12502,IL2RB,SP1
12503,IL2RB,CEBPA
12504,IL2RB,MEF2C
12505,IL2RB,USF1
12506,IL2RB,SRF
12507,IL2RB,TP73
12508,IL2RB,PDX1
12509,IL2RB,MAX
12510,IL2RB,TFAP2A
12511,IL2RB,MEF2B
12512,IL2RB,DDIT3
12513,IL2RB,ATF6
12514,IL2RB,ESR1
12515,IL2RB,MEF2D
12516,IL2RB,MEF2A
12517,IL2RB,HIF1A
12518,IL2RB,CEBPB
12519,IL2RB,CREB3L4
12520,IL2RB,CREB3L1
12521,IL2RB,ATF6B
12522,IL2RB,CREB3L3
12523,IL2RB,CREB5
12524,IL2RB,CREB3L2
12525,IL2RB,CREB3
12526,IL2RB,ATF4
12527,IL2RB,NR1H4
12528,IL2RB,NFATC2
12529,IL2RB,NFATC3
12530,IL2RB,ARID3A
12531,IL2RB,CSDE1
12532,IL2RB,FOXO4
12533,IL2RB,JUND
12534,IL2RB,SOX10
12535,IL2RB,SMAD4
12536,IL2RB,ZHX1
12537,IL2RB,ID1
12538,IL2RB,NANOG
12539,IL2RB,PPARG
12540,IL2RB,HSF1
12541,IL2RB,ETS2
12542,IL2RB,GATA4
12543,IL2RB,TET2
12544,IL2RB,GLI2
12545,IL2RB,FOXM1
12546,IL2RB,NCOR2
12547,IL2RB,SMAD3
12548,IL2RB,ELK3
12549,IL2RB,SP7
12550,IL2RB,NFATC4
12551,IL2RB,RUNX2
12552,IL2RB,GATA2
12553,IL2RB,FOXC1
12554,IL2RB,FOXO3
12555,IL2RB,DLX5
12556,IL2RB,AR
12557,IL2RB,RARA
12558,IL2RB,ATF1
12559,IL2RB,RARB
12560,IL2RB,RARG
12561,IL2RB,GATA3
12562,IL2RB,MLX
12563,IL2RB,MYOD1
12564,IL2RB,SMARCC1
12565,IL2RB,YBX1
12566,IL2RB,NRF1
12567,IL2RB,SOX2
12568,IL2RB,GATA1
12569,IL2RB,POU5F1
12570,IL2RB,FOXA2
12571,IL2RB,THRA
12572,IL2RB,ESR2
12573,IL2RB,RXRB
12574,IL2RB,PINX1
12575,IL2RB,NCOA1
12576,IL2RB,SREBF1
12577,IL2RB,RXRA
12578,IL2RB,SOX9
12579,IL2RB,FOXN3
12580,IL2RB,ID2
12581,IL2RB,NEUROD1
12582,IL2RB,TSC22D3
12583,IL2RB,XPA
12584,IL2RB,BCL11A
12585,IL2RB,TEAD1
12586,IL2RB,RXRG
12587,IL2RB,ATOH1
12588,IL2RB,GTF2I
12589,IL2RB,PAX2
12590,IL2RB,ATF7
12591,IL2RB,JDP2
12592,IL2RB,PPARA
12593,IL2RB,FOSL1
12594,IL2RB,HNF1A
12595,IL2RB,HNF4A
12596,IL2RB,ETV1
12597,IL2RB,ZNF385A
12598,IL2RB,ERF
12599,IL2RB,ZBTB16
12600,IL2RB,TFDP1
12601,IL2RB,E2F1
12602,IL2RB,UBTF
12603,IL2RB,MXI1
12604,IL2RB,CTCF
12605,IL2RB,NME2
12606,IL2RB,LEF1
12607,IL2RB,E2F3
12608,IL2RB,SNAI1
12609,IL2RB,HMGA1
12610,IL2RB,LIN28B
