,TF,target
10534,EGR3,BDNF
10535,EGR3,NTRK1
10536,NFKB2,SKP2
10537,RELB,CHUK
10538,RELB,SKP2
10540,REL,SKP2
10542,RELA,SKP2
10543,NFKB1,SKP2
10544,CREB1,CYCS
10545,TP63,ITCH
10546,MYB,ETS2
10547,ETS2,MYB
10548,STAT3,OSM
10549,JUNB,ERBB4
10550,JUND,ERBB4
10551,JUN,ERBB4
10552,ESR1,ERBB4
10553,WT1,BCL2L1
10554,MYCN,CRABP2
10555,AR,RCHY1
10556,NEUROD1,MAP2
10557,E2F1,NCOA3
10558,AHR,GUCY1A1
10559,ESR1,MMP13
10560,RXRA,LDLR
10561,JUNB,POMC
10562,JUND,POMC
10563,JUN,POMC
10564,RELB,POMC
10565,REL,POMC
10566,NFKB2,POMC
10567,RELA,POMC
10568,NFKB1,POMC
10569,ESRRA,NRIP1
10570,NFE2L2,SMARCA4
10571,SNAI1,RAF1
10572,RUNX1,MAPK1
10573,TP53,PKD1
10574,STAT3,TIMP1
10575,TP53,ZNF346
10576,TFE3,CD40LG
10577,TFEB,CD40LG
10579,PLAGL1,IGF2
10580,NR1H3,ABL2
10581,NR1H3,CD74
10582,GATA3,DBH
10583,ESR1,SAFB
10584,TP53,CORO1B
10585,TP53,RAB13
10586,PPARA,TRIB3
10587,CEBPB,TRIB3
10588,STAT1,AGT
10589,AR,VPS52
10590,RXRA,FABP1
10591,EOMES,IL21
10592,PPARG,SOD1
10593,SP1,CD55
10594,SP1,TCF3
10595,TCF3,SP1
10596,EGR1,IL13
10597,STAT1,IL13
10598,AHR,SNAI2
10600,CREB3,MET
10601,HEY2,CDKN1B
10602,POU5F1,LEFTY1
10603,SOX2,LEFTY1
10604,KLF4,LEFTY1
10605,ARNT,HIF1A
10606,HIF1A,ARNT
10607,PPARA,MPO
10608,NR1H3,MPO
10609,NR1H4,FASN
10610,STAT5B,SLC10A4
10611,KLF4,SLC5A6
10612,HIF1A,OCM2
10613,HIF1A,TERT
10615,FOS,KRT18
10616,TP53,CES2
10617,FLI1,PLD1
10618,FLI1,PLD2
10619,AR,PHB1
10620,AR,ADRA1D
10621,AR,GC
10622,RUNX1,RUNX3
10623,NFIA,RGN
10624,CTCF,AFM
10625,SP3,AFM
10626,MYOG,PIAS1
10627,HBP1,RB1
10628,MTA1,VEGFA
10629,PAX6,CTNND2
10630,FOS,ILK
10631,FOXA1,CCND1
10632,HNF4A,GTF2B
10633,ONECUT1,TBP
10634,MYC,HNRNPUL1
10636,PPARG,CD1D
10637,RARA,CD1D
10638,AR,ADORA1
10639,AR,APP
10640,EGR1,CHGB
10641,SP1,CHGB
10642,TFAP2A,CHGB
10643,CREB1,CHGB
10644,STAT1,BCL2L14
10645,AHR,FST
10646,ARX,GCG
10647,CEBPB,ATF3
10648,RUNX1,SH3GL1
10649,SP1,SH3GL1
10650,TCF3,DTX1
10651,RUNX1,GATA2
10652,EGR1,GNAQ
10653,ZEB2,CDH17
10654,HNF4A,ABCC6
10655,PPARG,MC2R
10656,MITF,NPPB
10657,NR4A2,VIP
10658,FOS,SLC26A3
10659,JUN,SLC26A3
10660,ATOH1,MUC2
10661,FOXC1,FGF19
10662,TP53,BAD
10663,GLI3,MED12
10664,RUNX1,LYZ
10665,E2F4,BRCA1
10666,RARA,STMN1
10667,STAT5B,INS-IGF2
10668,NFAT5,KCNJ1
10669,HNF4A,GLUL
10670,ATF2,TIMP1
10671,ATF3,MAPK1
10672,PGR,CDKN1A
10673,PGR,CDKN1B
10674,FOXO1,CDKN1B
10675,GATA1,CDKN1B
10676,EPAS1,F7
10677,TP53,ALOX5
10678,TP53,LOX
10679,NR4A2,MAPK7
10680,MEF2C,MYOCD
10681,MEF2C,SRF
10682,USF2,GATA4
10683,HIF1A,CITED2
10684,SP1,SLC3A2
10685,ESR1,CDKN2C
10686,PPARA,ABCA1
10687,PPARG,ABCA1
10688,FOXP3,CTLA4
10689,FOXP3,TNFRSF18
10690,IRF3,CXCL8
10691,IRF2,CASP8
10692,HNF1A,MUC4
10693,NR4A2,TUBB3
10694,STAT6,CNR1
10695,RUNX2,NELL1
10696,ATF4,TRPV6
10697,MYOD1,HRH3
10698,MYOD1,SMARCA1
10699,MYOD1,SMARCA4
10700,NR4A1,GC
10701,HNF4A,CCND2
10702,RELB,STAT4
10703,REL,STAT4
10704,NFKB2,STAT4
10705,RELA,STAT4
10706,NFKB1,STAT4
10707,PAX2,RET
10708,PAX8,RET
10709,PAX6,MMP2
10710,TP53,BIK
10711,PROX1,KDR
10712,SP1,DDIT3
10714,GATA4,RASA1
10715,HNF1A,UGT1A3
10716,HNF1A,UGT1A4
10717,HNF4A,UBE2B
10718,TP53,SHH
10719,TP63,SHH
10720,TP73,SHH
10721,SPI1,CCND2
10722,HNF4A,PRMT1
10723,ATF2,MAPKAP1
10724,NR2C2,OXT
10725,VDR,NR1H3
10726,NR1H3,VDR
10727,PDX1,KRT19
10728,SATB1,BCL2
10729,SP1,NTF3
10730,ELF3,CLDN7
10731,DLX3,RUNX2
10732,DLX3,NPPA
10733,DLX5,NPPA
10734,USF1,APLN
10735,CEBPB,EBF1
10736,HNF1A,PROS1
10737,HNF4A,PROS1
10738,PPARA,IGFBP1
10739,FOXO1,GCG
10740,STAT2,PML
10741,NR1H4,DDAH1
10742,TFCP2,RELN
10743,PAX2,GBX2
10744,DLX5,BMP4
10745,DLX5,DKK1
10746,DLX5,DPPA4
10747,DLX5,LEFTY2
10748,DLX5,THY1
10749,EOMES,DKK1
10750,EOMES,DPPA4
10751,EOMES,LEFTY2
10752,EOMES,THY1
10753,ID2,BMP4
10754,ID2,DKK1
10755,ID2,DPPA4
10756,ID2,LEFTY2
10757,ID2,THY1
10758,POU5F1,LEFTY2
10759,POU5F1,THY1
10760,TBXT,BMP4
10761,TBXT,DKK1
10762,TBXT,DPPA4
10763,TBXT,LEFTY2
10764,TBXT,CRIPTO
10765,TBXT,THY1
10766,PROX1,CDKN1B
10767,PROX1,CDKN1C
10768,AHR,CDKN2B
10769,AHR,TP53
10770,TP53,CDKN2B
10771,NR0B2,XPR1
10772,ELK1,TBP
10773,TBX21,FUT7
10774,CEBPB,NEUROD6
10775,NFE2L2,ADRA1D
10776,NFE2L2,GSTK1
10777,GATA3,MUC1
10778,AR,GRP
10779,TP53,HIC1
10780,HIC1,TP53
10781,ATF2,MMP2
10782,NCOR1,MMP2
10783,PBX1,MC2R
10784,PBX1,NR5A1
10785,NR5A1,PBX1
10786,ZBTB16,PIK3C3
10787,ZBTB16,PIK3R1
10788,ZBTB16,IK
10789,MAF,BTK
10790,ATF2,CD1A
10791,RELB,SPTAN1
10792,REL,SPTAN1
10793,NFKB2,SPTAN1
10794,RELA,SPTAN1
10795,NFKB1,SPTAN1
10796,NFKB2,AR
10798,RELB,AR
10799,ATF1,FOSL1
10800,CREB1,FOSL1
10801,ELK1,FOSL1
10802,MAX,CEBPA
10803,MAX,CSF3R
10804,CREB1,MITF
10805,CREB1,TYR
10806,ESR1,MUC1
10807,PPARD,PPARGC1A
10808,NFATC1,MMP9
10809,JUND,GADD45A
10810,TFE3,BEST1
10811,TFEB,BEST1
10813,JUNB,AFP
10814,JUND,AFP
10815,JUN,AFP
10816,FOS,AFP
10817,TP53,ODC1
10818,MYC,MTDH
10819,FOXO1,ADIPOQ
10820,SP1,SP5
10821,SP1,WNT2
10822,THRB,GH1
10823,THRB,GHRHR
10824,STAT1,BACE1
10825,JUNB,LIMD1
10826,JUND,LIMD1
10827,JUN,LIMD1
10828,JUNB,TRAF6
10829,JUND,TRAF6
10830,JUN,TRAF6
10831,NFATC1,LIMD1
10832,NFATC1,TRAF6
10833,HES1,BCL2
10835,CREB1,POLL
10836,SP1,POLL
10837,HIF1A,CASP3
10838,HNF4A,S100A4
10839,FOXM1,BRCA2
10840,FOXM1,XRCC1
10841,MEF2A,MEF2C
10842,MEF2C,MEF2A
10843,ETS1,EBF1
10844,SPI1,EBF1
10845,RUNX2,NFATC2
10846,MITF,OSTM1
10847,MITF,TNFSF11
10848,MITF,CLCN7
10849,NCOA1,SCNN1A
10850,NR3C2,UBE2I
10851,E2F1,BRCA1
10852,POU2F2,RETN
10853,JUNB,NFATC4
10854,JUND,NFATC4
10855,JUN,NFATC4
10856,ARNT,AQP5
10857,HIF1A,AQP5
10858,TFCP2,CRH
10859,MEF2A,ATF3
10860,AR,NCOA3
10861,NR3C1,BNIP3
10862,JUNB,ALK
10863,JUND,ALK
10864,JUN,ALK
10865,DLX3,PGF
10866,NR1H3,CRP
10867,MYOD1,MYH7
10868,MEF2D,MYH13
10869,MYOD1,MYH13
10870,NFATC1,MYH13
10871,MEF2D,MYH7
10872,NKX3-1,MAP4K4
10873,HOXB1,HOXA2
10874,PAX6,TYR
10875,SPI1,CSF1R
10876,SPI1,ADGRE4P
10877,NFATC4,IL2
10878,PPARG,TFF2
10879,VDR,MAPK14
10880,JUN,VDR
10881,SP1,XIAP
10882,SP1,BIRC5
10883,USF1,AKR1B1
10884,MYB,PCNA
10885,BCL6,GZMB
10886,PITX2,ST8SIA2
10887,NR1H4,ABCC3
10888,WT1,GC
10889,YY1,FCGR2B
10890,JUNB,CXCR4
10891,JUND,CXCR4
10892,JUN,CXCR4
10893,PGR,ABCB1
10894,PBX1,HOXB1
10895,LEF1,MYC
10896,TFAP2A,SLC5A6
10897,JUNB,ABCB11
10898,JUND,ABCB11
10899,JUN,ABCB11
10900,ATF4,EIF2AK2
10901,ATF4,PSEN1
10902,KLF6,LAMA1
10903,CRX,PDE6B
10904,PAX3,SETDB1
10905,SP1,SETDB1
10906,SP3,SETDB1
10907,RUNX1,SLC22A4
10908,SP1,SLC22A4
10909,RELB,SLC22A4
10910,REL,SLC22A4
10911,NFKB2,SLC22A4
10912,RELA,SLC22A4
10913,NFKB1,SLC22A4
10914,RELB,ST3GAL1
10915,REL,ST3GAL1
10916,NFKB2,ST3GAL1
10917,RELA,ST3GAL1
10918,NFKB1,ST3GAL1
10919,HIF1A,PFKFB1
10920,HIF1A,PFKFB2
10921,NR0B2,EHMT2
10922,ID1,VEGFA
10923,TP53,RGCC
10924,CEBPD,CYP2A13
10925,MAFA,GLP1R
10926,MAFA,PC
10927,MAFA,PCSK1
10928,MAFA,SLC2A2
10929,PDX1,GLP1R
10930,PDX1,PC
10931,PDX1,PCSK1
10932,PDX1,SLC2A2
10934,RELA,OPRD1
10935,EGR1,PDX1
10936,STAT1,MUC1
10937,STAT3,MUC1
10938,MYC,BMI1
10939,JUNB,SLC1A3
10940,JUND,SLC1A3
10941,JUN,SLC1A3
10942,CREB1,AKT1
10943,SP1,TWIST1
10944,MAFB,TNFSF11
10945,KLF5,EGFR
10946,RUNX2,FGF18
10947,IRF1,MC1R
10948,NFE2L2,MTIF2
10949,NR1I3,SULT2A1
10950,ELF4,MAP2K2
10951,JUNB,AKT1
10952,JUND,AKT1
10954,JUNB,TNFRSF11A
10955,JUND,TNFRSF11A
10957,MITF,AKT1
10958,MITF,TNFRSF11A
10959,ESR2,CREBBP
10960,CREB1,IL13
10961,JUNB,MDM2
10962,JUND,MDM2
10963,JUN,MDM2
10964,NFATC1,AQP2
10965,E2F2,CDKN1A
10966,GATA4,APC
10967,GATA4,MGMT
10968,STAT2,CCL2
10969,DLX5,MAB21L1
10970,MYC,BIRC5
10971,CREB1,CCN5
10972,AR,PSAP
10973,E2F1,DDB2
10974,E2F3,DDB2
10975,RELB,MIR155HG
10976,REL,MIR155HG
10977,NFKB2,MIR155HG
10978,RELA,MIR155HG
10979,NFKB1,MIR155HG
10980,E2F1,CDKN1C
10981,ESR1,CDKN1C
10982,TP53,MAP3K11
10983,ESR1,GAS6
10984,NR1H3,SLC51A
10985,NR1H3,SLC51B
10986,KLF5,CDK1
10987,KLF5,PIAS1
10988,E2F1,NRP1
10989,HMGA1,PIK3R1
10990,HIF1A,CCR7
10991,E2F1,AR
10992,PLAGL1,PPARG
10993,SPI1,DRG1
10994,ATF3,DRG1
10995,HIF1A,CD44
10996,PAX8,DUOX1
10997,PAX8,HCRT
10998,PAX8,TH
10999,RELB,CCL19
11000,REL,CCL19
11001,NFKB2,CCL19
11002,RELA,CCL19
11003,NFKB1,CCL19
11004,IRF1,CCL19
11005,IRF3,CCL19
11006,IRF7,CCL19
11007,STAT5A,FOXP3
11008,NCOR1,DACH1
11009,JUN,PAK3
11010,JUNB,DACH1
11011,JUND,DACH1
11012,JUN,DACH1
11013,MITF,DIAPH1
11014,POU5F1,TCL1A
11015,CDX4,HOXA9
11016,ATF4,S100A8
11017,TP53,MDFIC
11018,ATF2,GADD45A
11019,ATF2,SERPINB5
11020,SPI1,HP
11021,SPI1,ORM1
11022,PGR,FOLR1
11023,SP1,FOLR1
11024,SP3,FOLR1
11025,CREB3,CCL15
11026,SP1,SYT11
11027,YY1,SYT11
11028,NFATC4,ESR2
11029,MYOG,SMARCA4
11030,JUN,SP1
11031,SP1,JUN
11032,POU3F1,IVL
11033,JUNB,PENK
11034,JUND,PENK
11035,TBX21,IL4
11036,CEBPB,ABCC3
11037,CEBPA,SERPINE1
11038,SP1,MCL1
11039,SP3,MCL1
11040,RELB,FGF7
11041,REL,FGF7
11042,NFKB2,FGF7
11043,RELA,FGF7
11044,NFKB1,FGF7
11045,SPI1,NF1
11046,IRF2,NF1
11047,PBX1,VCP
11048,CREB1,PRKCE
11049,NR4A3,AK5
11050,RELB,BCL10
11051,REL,BCL10
11052,NFKB2,BCL10
11053,RELA,BCL10
11054,NFKB1,BCL10
11055,IRF2,CXCL11
11058,STAT3,CXCL11
11059,EPAS1,SLC2A4
11060,EPAS1,INS
11061,AR,NKX3-1
11062,NR0B2,BMAL1
11063,CLOCK,NR0B2
11064,NR0B2,CLOCK
11067,SMAD2,SERPINB5
11068,FOSL1,IVL
11069,MEF2C,MAPK1
11070,JUN,HIPK3
11071,RELB,TSLP
11072,REL,TSLP
11073,NFKB2,TSLP
11074,RELA,TSLP
11075,NFKB1,TSLP
11076,SMAD1,RUNX1
11077,PPARG,SLC1A2
11078,PPARG,SLC1A3
11079,RUNX2,PRKN
11080,EGR2,CCL2
11081,SRF,CCN2
11082,NCOA1,BGLAP
11083,ATF2,BCL2
11084,STAT5A,SMN1
11085,PITX2,THBS2
11086,JUNB,NOTCH4
11087,JUND,NOTCH4
11088,JUN,NOTCH4
11089,NR3C1,NOTCH4
11090,ZBED1,MT-ATP6
11091,HIF1A,TXN
11092,HIF1A,TXN2
11093,HIF1A,EIF4E
11094,YY1,PTGS2
11095,ONECUT1,TTR
11096,CREB1,CLDN11
11097,RELB,SPP1
11098,REL,SPP1
11099,NFKB2,SPP1
11100,RELA,SPP1
11101,NFKB1,SPP1
11102,GATA4,CYP19A1
11103,GATA4,FSHB
11104,SP1,TLR4
11105,TFCP2,CEBPD
11106,TP63,DES
11107,SOX9,AR
11108,FOXO3,CCN1
11109,TFAP2A,PTGER4
11110,MAZ,VEGFA
11111,MAZ,IL1B
11112,NFATC2,CD40LG
11113,STAT6,PTGS2
11114,NFATC1,MAPK1
11115,FOS,TRAF6
11116,JUN,GAB2
11117,RELB,FCGR2B
11118,REL,FCGR2B
11119,NFKB2,FCGR2B
11120,RELA,FCGR2B
11121,NFKB1,FCGR2B
11122,USF2,TFAP4
11123,SP3,SCNN1G
11124,FOXO4,MMP9
11125,FOXO4,TNF
11126,POU2F1,EMC10
11127,POU2F2,EMC10
11128,NFATC4,PIK3R1
11129,TAL1,CDH5
11130,TCF3,CDH5
11131,MYB,CCNB1
11132,KLF2,TNF
11133,RELB,RBBP4
11134,REL,RBBP4
11135,NFKB2,RBBP4
11136,RELA,RBBP4
11137,NFKB1,RBBP4
11138,TP53,CYFIP2
11139,NFKB1,NOS1
11140,RELA,NOS1
11141,SP1,CLDN1
11142,SP3,CLDN1
11143,CEBPB,CDK9
11144,DDIT3,CDK9
11146,CEBPB,TAT
11147,CEBPA,FOS
11148,NEUROD1,FOS
11149,RELB,A2M
11150,REL,A2M
11151,NFKB2,A2M
11152,RELA,A2M
11153,NFKB1,A2M
11154,STAT5B,HSD17B1
11155,AR,GRK3
11156,SPI1,CCL2
11157,STAT1,CSNK2A2
11158,RELB,IL20
11159,REL,IL20
11160,NFKB2,IL20
11161,RELA,IL20
11162,NFKB1,IL20
11163,SP1,GSN
11164,SP1,EEF1A2
11165,ATF2,TGFB1
11166,ATF2,MMP9
11167,RELA,ERVW-1
11168,RELA,MTR
11169,RELB,ERVW-1
11170,REL,ERVW-1
11171,NFKB2,ERVW-1
11173,NFKB1,ERVW-1
11174,ASCL1,PKM
11175,CLOCK,PKM
11176,NEUROG1,PKM
11177,PDX1,MAFA
11178,MAFA,PDX1
11179,NEUROD1,MAFA
11180,MAFA,NEUROD1
11181,PDX1,NEUROD1
11182,NEUROD1,PDX1
11183,SNAI1,NPHS1
11184,SP1,CTAG1A
11185,ESR2,EPHB2
11186,AR,MYO5A
11187,NFE2L2,ELANE
11188,HNF1A,UGT1A9
11189,TP53,TBX3
11190,FOXA2,CPT1A
11191,FOXA2,HMGCS2
11192,NR1I2,CPT1A
11193,FOXA2,SLC25A1
11194,NR1I2,SLC25A1
11195,ATF2,ATF4
11196,ATF4,ATF2
11197,SOX9,HES1
11198,PPARG,NAMPT
11199,TCF3,GFI1B
11200,GATA3,GFI1B
11201,GATA4,BCL2L1
11202,SNAI1,ADRA1D
11203,DDIT3,TNFRSF10B
11205,SP1,FZD5
11206,MYOD1,CFAP410
11208,NFIL3,PER2
11209,PPARA,PPARGC1A
11210,GATA3,CD28
11211,SOX9,HPGDS
11212,SRY,HPGDS
11213,FOS,HMOX1
11214,JUNB,MCAT
11215,JUND,MCAT
11216,JUN,MCAT
11217,CEBPB,LYPD3
11218,SP1,LYPD3
11219,SP3,LYPD3
11220,JUN,LYPD3
11221,TFE3,MET
11222,SP1,PRSS50
11223,TP53,PRSS50
11224,ETS1,ANGPT2
11225,MYC,SPTA1
11226,HIF1A,RUNX1T1
11227,CREB1,SOX9
11228,SP1,SOX9
11229,HNF4A,CDH3
11230,SMAD9,BMP2
11231,STAT1,GBP2
11232,IRF1,GBP2
11233,HNF4A,EPHB2
11234,BCL6,PCGF1
11235,IRF3,PRKCA
11236,RELB,PRKCB
11237,REL,PRKCB
11238,NFKB2,PRKCB
11239,RELA,PRKCB
11240,NFKB1,PRKCB
11241,CREB1,IFNB1
11242,RELB,CREB3
11243,REL,CREB3
11244,NFKB2,CREB3
11245,RELA,CREB3
11246,NFKB1,CREB3
11247,CREB3,HP
11248,ZBTB7B,CD4
11249,ZNF143,FEN1
11250,SP1,PDCD4
11251,SP3,PDCD4
11253,PRDM1,CAMK4
11254,PRDM1,HLA-E
11255,NFE2L2,TOMM20
11256,CEBPB,KAT2B
11257,EOMES,IFNG
11258,SMAD2,ACTA2
11259,SMAD7,ACTA2
11260,HIF1A,BACE1
11261,NFIA,BACE1
11262,NFE2L2,IGKV2D-26
11263,CEBPB,YWHAE
11264,PPARD,YWHAE
11265,TP53,DRAM1
11266,JUNB,CIITA
11267,JUND,CIITA
11269,HMGA2,AQP5
11270,SP1,LITAF
11271,CRX,GNGT1
11272,RARA,NOS2
11273,ATF6,MBTPS1
11274,ATF6,MBTPS2
11275,ATF6,S1PR1
11276,NFKB1,MBTPS1
11277,NFKB1,MBTPS2
11278,NFKB1,S1PR1
11279,NFKB1,ATF6
11280,EGR1,STIM1
11281,SPI1,NKX2-5
11282,SPI1,TLX3
11283,TP53,MUC1
11284,JUNB,BGLAP
11285,JUND,BGLAP
11286,HNF4A,ID2
11287,SP1,KCNH2
11288,RELB,KCNH2
11289,REL,KCNH2
11290,NFKB2,KCNH2
11291,RELA,KCNH2
11292,NFKB1,KCNH2
11293,LHX3,GLB1
11294,MYB,OVOL1
11295,NR3C2,EGFR
11296,ESR1,IL1A
11297,BCLAF1,EPHB2
11298,BCLAF1,HPSE2
11299,BCLAF1,IRAG1
11300,BCLAF1,MADCAM1
11301,BCLAF1,RRAS2
11302,RELB,ABL2
11303,REL,ABL2
11304,NFKB2,ABL2
11305,RELA,ABL2
11306,NFKB1,ABL2
11307,RELB,EPHB2
11308,REL,EPHB2
11309,NFKB2,EPHB2
11310,RELA,EPHB2
11311,NFKB1,EPHB2
11312,RELB,HPSE2
11313,REL,HPSE2
11314,NFKB2,HPSE2
11315,RELA,HPSE2
11316,NFKB1,HPSE2
11317,NFE2L2,AQP1
11318,NFE2L2,CREBBP
11319,GATA3,CD80
11320,POU2F2,SLC22A2
11321,USF1,SLC22A2
11322,NCOR2,CDKN2B
11323,ELF4,CDKN2B
11324,RELB,GAPDH
11325,REL,GAPDH
11326,NFKB2,GAPDH
11327,RELA,GAPDH
11328,NFKB1,GAPDH
11329,E2F1,MAT2A
11330,E2F3,MAT2A
11331,E2F4,MAT2A
11333,TP53,TSPYL2
11334,TP53,DNM1L
11335,TP53,MAML1
11336,NFKB1,DRD2
11337,REL,DRD2
11338,RELA,DRD2
11339,RELB,DRD2
11341,NFKB2,DRD2
11344,NFATC3,ACHE
11345,NFATC4,ACHE
11346,CREB1,PTHLH
11347,SP1,TSG101
11348,EPAS1,SOD2
11349,JUNB,SLC38A1
11350,JUND,SLC38A1
11351,JUN,SLC38A1
11352,EPAS1,FGF2
11353,STAT3,PHB1
11354,SOX10,MAG
11355,HOXA10,IBSP
11356,RUNX1,GZMB
11357,JUND,PDGFRB
11358,NR2C2,TERT
11359,MYC,PTK2
11360,FOXM1,FOXA2
11361,NR5A1,PTPRJ
11362,CREB1,CD14
11363,EGR2,PER1
11364,FOS,PER1
11365,MITF,PER1
11366,NR4A1,PER1
11367,NR4A2,PER1
11368,E2F1,ASF1B
11369,SP1,ASF1A
11370,SP1,ASF1B
11371,AHR,AIP
11372,PPARG,IVL
11373,STAT5A,IVL
11374,PDX1,IL1B
11375,TWIST1,AKT2
11376,TP53,HNRNPD
11377,GATA1,ERCC1
11378,JUNB,XIAP
11379,JUND,XIAP
11380,JUN,XIAP
11381,CEBPB,XIAP
11382,RELB,DMP1
11383,REL,DMP1
11384,NFKB2,DMP1
11385,RELA,DMP1
11386,NFKB1,DMP1
11387,RELB,AGR2
11388,REL,AGR2
11389,NFKB2,AGR2
11390,RELA,AGR2
11391,NFKB1,AGR2
11392,STAT4,TNF
11393,IRF2,CASP1
11394,CREM,CHGA
11395,MEF2C,MYOZ1
11396,NFATC4,MYOZ1
11397,RELB,MYOZ1
11398,REL,MYOZ1
11399,NFKB2,MYOZ1
11400,RELA,MYOZ1
11401,NFKB1,MYOZ1
11402,MAX,PKLR
11403,MYC,PKLR
11404,MYC,FOXM1
11405,FOXM1,MYC
11406,MYC,MLXIPL
11407,MEF2A,ASPH
11409,SATB1,SPARC
11410,HNF4A,KCNK3
11411,NCOA1,DIO1
11412,NCOA1,LEP
11413,STAT3,MED1
11414,SP1,CHRNA3
11415,TP53,CDC42BPA
11416,TP53,ROCK1
11417,NKX3-1,TP73
11418,STAT1,BAX
11419,STAT1,TP73
11420,ATF4,CSF1R
11421,ATF4,ELANE
11422,ATF4,SPMAP2
11423,ATF4,CEBPA
11424,ATF4,CEBPE
11425,FOSL1,CCNA2
11426,SP1,BMP4
11427,SP3,BIRC5
11428,SP1,SND1
11429,ESR1,RUNX2
11430,NEUROD1,GHRL
11431,NKX2-2,GHRL
11432,NKX2-2,SST
11433,PPARA,BRS3
11434,TFAP2A,BRS3
11435,HIF1A,HIF3A
11436,NRF1,PPARGC1B
11437,ARNT,MYOCD
11438,FOXP3,OGA
11439,AIRE,MUC6
11440,SOX9,FURIN
11441,STAT5A,PDK4
11442,SPI1,AAR2
11443,THRB,GPHA2
11444,STAT3,IL17A
11445,STAT5A,IL17A
11446,CTCF,RB1
11447,CEBPA,MT2A
11448,SMAD1,CXCL2
11449,RELA,BTG2
11450,MYB,ITPR1
11451,FOXM1,NFATC3
11452,ELF2,VCP
11453,JUNB,CCL23
11454,JUND,CCL23
11455,JUN,CCL23
11456,AR,PEG10
11458,SP3,CDKN2A
11460,NFAT5,ACAN
11461,RELB,SIRT1
11462,REL,SIRT1
11463,NFKB2,SIRT1
11465,NFKB1,SIRT1
11466,MITF,MET
11468,RELB,TNFSF11
11469,REL,TNFSF11
11470,NFKB2,TNFSF11
11471,RELA,TNFSF11
11472,NFKB1,TNFSF11
11473,STAT6,CCL23
11474,PAX6,HIPK2
11475,PAX6,MAPK1
11476,ETS1,IL10
11477,SP1,TIMP3
11478,MEF2A,SNRPB
11479,RUNX1,IFNG
11480,RUNX1,IL2
11481,ZBED1,RFC1
11482,RELB,PRDX6
11483,REL,PRDX6
11484,NFKB2,PRDX6
11485,RELA,PRDX6
11486,NFKB1,PRDX6
11487,RELB,IKZF3
11488,REL,IKZF3
11489,NFKB2,IKZF3
11490,RELA,IKZF3
11491,NFKB1,IKZF3
11492,IKZF1,IKZF3
11493,TFAP4,IKZF3
11494,NCOR2,NPRL3
11495,RELB,BACE1
11496,REL,BACE1
11497,NFKB2,BACE1
11498,RELA,BACE1
11499,NFKB1,BACE1
11501,JUNB,JUND
11502,JUND,JUNB
11503,RELB,ATRAID
11504,REL,ATRAID
11505,NFKB2,ATRAID
11506,RELA,ATRAID
11507,NFKB1,ATRAID
11508,CEBPB,PTHLH
11509,RELB,PTHLH
11510,REL,PTHLH
11511,NFKB2,PTHLH
11512,RELA,PTHLH
11513,NFKB1,PTHLH
11514,NR4A3,MUC5AC
11515,RELB,KIR3DL1
11516,REL,KIR3DL1
11517,NFKB2,KIR3DL1
11518,RELA,KIR3DL1
11519,NFKB1,KIR3DL1
11520,NFIA,CCND2
11521,TP53,CLIP1
11522,NR4A2,GCH1
11523,NR4A1,GCH1
11524,CEBPB,GCH1
11525,RELB,FSTL3
11526,REL,FSTL3
11527,NFKB2,FSTL3
11528,RELA,FSTL3
11529,NFKB1,FSTL3
11530,IRF1,CD74
11531,ESR1,KLRC3
11532,NCOA1,KLRC3
11533,NR1H3,TFAP2A
11534,LEF1,DKK4
11535,NFATC2,PSMA5
11536,NFATC2,PRKCG
11537,TP63,OGG1
11538,HNF4A,TPO
11539,NCOA1,SRC
11540,JUNB,CRHR1
11541,JUND,CRHR1
11542,JUN,CRHR1
11543,SPI1,TSPO
11545,SP1,TSPO
11547,SP3,TSPO
11549,RELB,DCSTAMP
11550,REL,DCSTAMP
11551,NFKB2,DCSTAMP
11552,RELA,DCSTAMP
11553,NFKB1,DCSTAMP
11554,SPI1,DCSTAMP
11555,FOS,DCSTAMP
11556,NFATC1,DCSTAMP
11557,JUNB,DCSTAMP
11558,JUND,DCSTAMP
11559,JUN,DCSTAMP
11560,HNF4A,MAPK1
11561,TP53,BAG6
11562,GATA4,ABCG8
11563,FOXM1,MMP2
11564,BCL6,GHRHR
11565,ID3,CDKN1B
11566,PPARA,CYP4A11
11567,FOXA2,PC
11568,USF1,PC
11569,ATF1,HGF
11570,AR,UBC
11571,SP1,FLT1
11572,SP3,FLT1
11573,NKX2-1,CALCA
11575,NKX2-1,CIP2A
11576,PPARA,HMOX1
11577,PPARG,HMOX1
11578,CREB1,SPP1
11579,ETS1,TIMM17A
11580,FOS,TIMM17A
11581,JUN,TIMM17A
11582,MYC,TIMM17A
11583,ETS2,TIMM17A
11584,MEF2A,ABRA
11585,JUND,TCIRG1
11587,JUNB,TCIRG1
11589,JUN,TCIRG1
11590,FOSL2,TCIRG1
11591,WT1,AMHR2
11592,RELB,IGF2BP2
11593,REL,IGF2BP2
11594,NFKB2,IGF2BP2
11595,RELA,IGF2BP2
11596,NFKB1,IGF2BP2
11597,AR,SLC2A1
11598,HIF1A,KLK3
11599,HSF1,GAST
11600,STAT3,HSP90AA2P
11601,MAF,CDKN1B
11602,JUN,HRK
11604,WT1,EGF
11605,HOXA10,DUSP4
11606,ATF4,INS
11607,NFATC4,COL1A1
